-7.869526432961657658e-01,4.343227418930361017e-01,1.477683008934196796e+00
-8.120647304160828472e-01,4.344008969348995830e-01,1.548751272130362233e+00
-8.252972032745500286e-01,4.227683223135347834e-01,1.629705748607220395e+00
-8.224312984528463488e-01,4.001526163958029070e-01,1.716586661208607145e+00
-8.000700610099745758e-01,3.685888203122272277e-01,1.804714112761861999e+00
-7.560631837284303991e-01,3.312213894247705293e-01,1.888968222818387499e+00
-6.898290038518464229e-01,2.919756907403154300e-01,1.964110570449827842e+00
-6.025351542526830029e-01,2.551339813070412910e-01,2.025123488592796672e+00
-4.971131245913379959e-01,2.248619780674687429e-01,2.067542784187459404e+00
-3.780998680243542465e-01,2.047384422997464148e-01,2.087759645593788793e+00
-2.513183960459661193e-01,1.973403207666122594e-01,2.083269765599808476e+00
-1.234268979974376401e-01,2.039299510525805770e-01,2.052851755864298688e+00
-1.380223744598082711e-03,2.242794125599709143e-01,1.996662387095844871e+00
1.081430794746175983e-01,2.566517107295793187e-01,1.916242568172029426e+00
1.992916113881943452e-01,2.979410112512027031e-01,1.814434713589367476e+00
2.675161682956468390e-01,3.439566990501386479e-01,1.695218661276440164e+00
3.099239940935189508e-01,3.898206692430905007e-01,1.563479048801942550e+00
3.254805265926758451e-01,4.304356916165076319e-01,1.424721580181489422e+00
3.150431899993547114e-01,4.609761284386209579e-01,1.284758590449940563e+00
2.812290552088865248e-01,4.773512751614579219e-01,1.149385567286586918e+00
