-7.869526432961657658e-01,4.343227418930361017e-01,1.477683008934196796e+00
-8.522874648004307163e-01,4.420419055209036108e-01,1.538857118347596975e+00
-9.113316650497632621e-01,4.130050960508674929e-01,1.604222744259538924e+00
-9.498740667352743028e-01,3.769606635677715811e-01,1.704551800551399987e+00
-9.702511605321709753e-01,3.140857683849228033e-01,1.829476495746968023e+00
-7.649028193996292302e-01,3.129738989449223907e-01,1.869627050253785505e+00
-7.212277581224538769e-01,3.132239013706057951e-01,1.879288145696147216e+00
-6.287627864696666569e-01,3.187378967980636357e-01,1.899997015704222747e+00
-4.294735687313299688e-01,3.324843661154634478e-01,1.946501266881430103e+00
-3.202678212263151414e-01,3.514405350401962336e-01,1.956429996737746757e+00
-2.399733475599825916e-01,3.669290429384432506e-01,1.959465439208581738e+00
-1.490376438141296500e-01,3.794020805688411713e-01,1.945867364479875405e+00
-5.829490599913842580e-02,3.927730254471248905e-01,1.917149790029419876e+00
4.467446466686721129e-02,4.095162546383932511e-01,1.854924212393698202e+00
1.344711632414327396e-01,4.235706483907065167e-01,1.773176289470033584e+00
1.837400957850603700e-01,4.302109449971762145e-01,1.715452018877336782e+00
2.555764637010885520e-01,4.543303831388996739e-01,1.565118057948762686e+00
2.822335374519949758e-01,4.646420057856326391e-01,1.437085869228583501e+00
2.799335037094634604e-01,4.609144020576011469e-01,1.266824770352346308e+00
2.812290552088865248e-01,4.773512751614579219e-01,1.149385567286586918e+00
