-7.869526432961657658e-01,4.343227418930361017e-01,1.477683008934196796e+00
-7.448667463616713835e-01,-2.012961875551183000e-01,6.697643102940817883e-01
-7.868410364964254500e-01,-2.648202887797142524e-01,6.719245838935727910e-01
-8.459291015577022899e-01,-2.225634845850011367e-01,6.759602770881322220e-01
-9.031535006510029717e-01,-2.227835214112289519e-01,6.956388182062263059e-01
-9.249585353200657778e-01,-2.273547962626469299e-01,7.039365891495544814e-01
-9.995160664510180926e-01,-1.963848364134629654e-01,7.238290826663167365e-01
-1.005636388431210726e+00,-1.927695102602478838e-01,7.301011419194517460e-01
-1.002818573894650900e+00,-2.098768816826907802e-01,7.371296089354240078e-01
-1.095736277082015597e+00,-7.849528987191421725e-02,7.661012472981822974e-01
-1.021022318806643181e+00,-2.310563608553795611e-01,7.835939189126093218e-01
-1.069512819865007236e+00,-1.504708643944331625e-01,7.338464089888716568e-01
-1.035484991005579891e+00,-1.299548420407074523e-01,7.114496533994180139e-01
-1.032871515205773694e+00,-1.086184052466087346e-01,7.424051786003567077e-01
-1.002086272485996687e+00,-2.039809290413553688e-02,7.357673113025805511e-01
-1.035291538852321613e+00,-1.301756998967661394e-01,7.759771256477415724e-01
-1.039190927397568132e+00,-1.067103510787812959e-01,7.364235019630797074e-01
-1.041471025469841827e+00,-7.028576224351877622e-02,7.435662737575501335e-01
-1.003897749246713600e+00,-2.372763887358146917e-01,7.806523603954594881e-01
2.812290552088865248e-01,4.773512751614579219e-01,1.149385567286586918e+00
