Test Case,Our Metrics_Distance Metric,Our Metrics_Visibility Metric,Our Metrics_Legibility Metric,Our Metrics_Nominal Trajectory Metric,Distance + Visibility_Distance Metric,Distance + Visibility_Visibility Metric,Distance + Visibility_Legibility Metric,Distance + Visibility_Nominal Trajectory Metric,Legibility_Distance Metric,Legibility_Visibility Metric,Legibility_Legibility Metric,Legibility_Nominal Trajectory Metric,Nominal Trajectory_Distance Metric,Nominal Trajectory_Visibility Metric,Nominal Trajectory_Legibility Metric,Nominal Trajectory_Nominal Trajectory Metric,Speed Control_Distance Metric,Speed Control_Visibility Metric,Speed Control_Legibility Metric,Speed Control_Nominal Trajectory Metric
204,0.91,1.0,0.8719016829272442,0.6254199319531024,0.99,1.0,0.3004431315267681,18.033971027064872,0.97,1.0,0.9236480306384777,1.3698924014561704,1.0,1.0,0.840788009883165,0.0,0.755,0.72,0.8964239846455712,0.41830448092720574
240,0.69,1.0,0.8712414720483987,0.6127534598555597,0.985,1.0,0.3091183877365819,17.62123157493841,0.755,1.0,0.9236480306384777,1.3698924014561704,0.685,1.0,0.840788009883165,0.0,0.685,0.0,0.876240554008811,0.20090469557813392
120,0.58,1.0,0.8669523233061706,0.5708543785686873,0.715,1.0,0.776104529315251,3.655731761065113,0.575,1.0,0.9236480306384777,1.3698924014561704,0.585,1.0,0.840788009883165,0.0,0.59,0.455,0.9361323368945752,1.0875355355043128
124,0.59,1.0,0.8707854482648937,0.6416545057898392,0.53,1.0,0.7766821009102178,3.80208271488761,0.58,1.0,0.9236480306384777,1.3698924014561704,0.605,1.0,0.840788009883165,0.0,0.605,0.355,0.95747330518905,1.6260924376218167
144,0.715,1.0,0.8706801419021045,0.6198986976175539,0.74,1.0,0.7614382340627405,3.9892708827152257,0.775,1.0,0.9236480306384777,1.3698924014561704,0.71,1.0,0.840788009883165,0.0,1.0,0.01,0.9435213070036577,1.261190214227154
204,0.91,1.0,0.8719016829272442,0.6254199319531024,0.84,1.0,0.7768365352882459,4.039589753966392,0.97,1.0,0.9236480306384777,1.3698924014561704,1.0,1.0,0.840788009883165,0.0,0.755,0.72,0.8964239846455712,0.41830448092720574
240,0.69,1.0,0.8712414720483987,0.6127534598555597,0.75,1.0,0.7895273931671268,3.710912538908795,0.755,1.0,0.9236480306384777,1.3698924014561704,0.685,1.0,0.840788009883165,0.0,0.685,0.0,0.876240554008811,0.20090469557813392
120,0.58,1.0,0.8669523233061706,0.5708543785686873,0.585,1.0,0.840788009883165,0.0,0.715,1.0,0.776104529315251,3.655731761065113,0.575,1.0,0.9236480306384777,1.3698924014561704,0.59,0.455,0.9361323368945752,1.0875355355043128
124,0.59,1.0,0.8707854482648937,0.6416545057898392,0.605,1.0,0.840788009883165,0.0,0.53,1.0,0.7766821009102178,3.80208271488761,0.58,1.0,0.9236480306384777,1.3698924014561704,0.605,0.355,0.95747330518905,1.6260924376218167
144,0.715,1.0,0.8706801419021045,0.6198986976175539,0.71,1.0,0.840788009883165,0.0,0.74,1.0,0.7614382340627405,3.9892708827152257,0.775,1.0,0.9236480306384777,1.3698924014561704,1.0,0.01,0.9435213070036577,1.261190214227154
204,0.91,1.0,0.8719016829272442,0.6254199319531024,1.0,1.0,0.840788009883165,0.0,0.84,1.0,0.7768365352882459,4.039589753966392,0.97,1.0,0.9236480306384777,1.3698924014561704,0.755,0.72,0.8964239846455712,0.41830448092720574
240,0.69,1.0,0.8712414720483987,0.6127534598555597,0.685,1.0,0.840788009883165,0.0,0.75,1.0,0.7895273931671268,3.710912538908795,0.755,1.0,0.9236480306384777,1.3698924014561704,0.685,0.0,0.876240554008811,0.20090469557813392
120,0.58,1.0,0.8669523233061706,0.5708543785686873,0.715,1.0,0.776104529315251,3.655731761065113,0.575,1.0,0.9236480306384777,1.3698924014561704,0.585,1.0,0.840788009883165,0.0,0.59,0.455,0.9361323368945752,1.0875355355043128
124,0.59,1.0,0.8707854482648937,0.6416545057898392,0.53,1.0,0.7766821009102178,3.80208271488761,0.58,1.0,0.9236480306384777,1.3698924014561704,0.605,1.0,0.840788009883165,0.0,0.605,0.355,0.95747330518905,1.6260924376218167
144,0.715,1.0,0.8706801419021045,0.6198986976175539,0.74,1.0,0.7614382340627405,3.9892708827152257,0.775,1.0,0.9236480306384777,1.3698924014561704,0.71,1.0,0.840788009883165,0.0,1.0,0.01,0.9435213070036577,1.261190214227154
204,0.91,1.0,0.8719016829272442,0.6254199319531024,0.84,1.0,0.7768365352882459,4.039589753966392,0.97,1.0,0.9236480306384777,1.3698924014561704,1.0,1.0,0.840788009883165,0.0,0.755,0.72,0.8964239846455712,0.41830448092720574
240,0.69,1.0,0.8712414720483987,0.6127534598555597,0.75,1.0,0.7895273931671268,3.710912538908795,0.755,1.0,0.9236480306384777,1.3698924014561704,0.685,1.0,0.840788009883165,0.0,0.685,0.0,0.876240554008811,0.20090469557813392
120,0.58,1.0,0.8669523233061706,0.5708543785686873,0.715,1.0,0.776104529315251,3.655731761065113,0.575,1.0,0.9236480306384777,1.3698924014561704,0.585,1.0,0.840788009883165,0.0,0.59,0.455,0.9361323368945752,1.0875355355043128
124,0.59,1.0,0.8707854482648937,0.6416545057898392,0.53,1.0,0.7766821009102178,3.80208271488761,0.58,1.0,0.9236480306384777,1.3698924014561704,0.605,1.0,0.840788009883165,0.0,0.605,0.355,0.95747330518905,1.6260924376218167
144,0.715,1.0,0.8706801419021045,0.6198986976175539,0.74,1.0,0.7614382340627405,3.9892708827152257,0.775,1.0,0.9236480306384777,1.3698924014561704,0.71,1.0,0.840788009883165,0.0,1.0,0.01,0.9435213070036577,1.261190214227154
204,0.91,1.0,0.8719016829272442,0.6254199319531024,0.84,1.0,0.7768365352882459,4.039589753966392,0.97,1.0,0.9236480306384777,1.3698924014561704,1.0,1.0,0.840788009883165,0.0,0.755,0.72,0.8964239846455712,0.41830448092720574
240,0.69,1.0,0.8712414720483987,0.6127534598555597,0.75,1.0,0.7895273931671268,3.710912538908795,0.755,1.0,0.9236480306384777,1.3698924014561704,0.685,1.0,0.840788009883165,0.0,0.685,0.0,0.876240554008811,0.20090469557813392
120,0.58,1.0,0.8669523233061706,0.5708543785686873,0.715,1.0,0.776104529315251,3.655731761065113,0.575,1.0,0.9236480306384777,1.3698924014561704,0.585,1.0,0.840788009883165,0.0,0.59,0.455,0.9558214794763984,1.5742699475498454
124,0.59,1.0,0.8707854482648937,0.6416545057898392,0.53,1.0,0.7766821009102178,3.80208271488761,0.58,1.0,0.9236480306384777,1.3698924014561704,0.605,1.0,0.840788009883165,0.0,0.605,0.36,0.952392056795226,1.4854946736338284
144,0.715,1.0,0.8706801419021045,0.6198986976175539,0.74,1.0,0.7614382340627405,3.9892708827152257,0.775,1.0,0.9236480306384777,1.3698924014561704,0.71,1.0,0.840788009883165,0.0,0.695,0.155,0.8407880098831652,2.3134018016896947e-14
204,0.91,1.0,0.8719016829272442,0.6254199319531024,0.84,1.0,0.7768365352882459,4.039589753966392,0.97,1.0,0.9236480306384777,1.3698924014561704,1.0,1.0,0.840788009883165,0.0,0.755,0.72,0.8407880098831652,2.3134018016896947e-14
240,0.69,1.0,0.8712414720483987,0.6127534598555597,0.75,1.0,0.7895273931671268,3.710912538908795,0.755,1.0,0.9236480306384777,1.3698924014561704,0.685,1.0,0.840788009883165,0.0,0.685,0.0,0.8943807263302302,0.39564064026053547
120,0.58,1.0,0.8669523233061706,0.5708543785686873,0.715,1.0,0.776104529315251,3.655731761065113,0.575,1.0,0.9236480306384777,1.3698924014561704,0.585,1.0,0.840788009883165,0.0,0.59,0.455,0.9558214794763984,1.5742699475498454
124,0.59,1.0,0.8707854482648937,0.6416545057898392,0.53,1.0,0.7766821009102178,3.80208271488761,0.58,1.0,0.9236480306384777,1.3698924014561704,0.605,1.0,0.840788009883165,0.0,0.605,0.36,0.952392056795226,1.4854946736338284
144,0.715,1.0,0.8706801419021045,0.6198986976175539,0.74,1.0,0.7614382340627405,3.9892708827152257,0.775,1.0,0.9236480306384777,1.3698924014561704,0.71,1.0,0.840788009883165,0.0,0.695,0.155,0.8407880098831652,2.3134018016896947e-14
204,0.91,1.0,0.8719016829272442,0.6254199319531024,0.84,1.0,0.7768365352882459,4.039589753966392,0.97,1.0,0.9236480306384777,1.3698924014561704,1.0,1.0,0.840788009883165,0.0,0.755,0.72,0.8407880098831652,2.3134018016896947e-14
240,0.69,1.0,0.8712414720483987,0.6127534598555597,0.75,1.0,0.7895273931671268,3.710912538908795,0.755,1.0,0.9236480306384777,1.3698924014561704,0.685,1.0,0.840788009883165,0.0,0.685,0.0,0.8943807263302302,0.39564064026053547
120,0.58,1.0,0.8669523233061706,0.5708543785686873,0.715,1.0,0.776104529315251,3.655731761065113,0.575,1.0,0.9236480306384777,1.3698924014561704,0.585,1.0,0.840788009883165,0.0,0.59,1.0,0.9558214794763984,1.5742699475498454
124,0.59,1.0,0.8707854482648937,0.6416545057898392,0.53,1.0,0.7766821009102178,3.80208271488761,0.58,1.0,0.9236480306384777,1.3698924014561704,0.605,1.0,0.840788009883165,0.0,0.605,1.0,0.952392056795226,1.4854946736338284
144,0.715,1.0,0.8706801419021045,0.6198986976175539,0.74,1.0,0.7614382340627405,3.9892708827152257,0.775,1.0,0.9236480306384777,1.3698924014561704,0.71,1.0,0.840788009883165,0.0,0.71,1.0,0.8407880098831652,2.3134018016896947e-14
204,0.91,1.0,0.8719016829272442,0.6254199319531024,0.84,1.0,0.7768365352882459,4.039589753966392,0.97,1.0,0.9236480306384777,1.3698924014561704,1.0,1.0,0.840788009883165,0.0,1.0,1.0,0.8407880098831652,2.3134018016896947e-14
240,0.69,1.0,0.8712414720483987,0.6127534598555597,0.75,1.0,0.7895273931671268,3.710912538908795,0.755,1.0,0.9236480306384777,1.3698924014561704,0.685,1.0,0.840788009883165,0.0,0.685,1.0,0.8943807263302302,0.39564064026053547
120,0.58,1.0,0.8669523233061706,0.5708543785686873,0.695,1.0,0.7871487262747421,3.6579812651660784,0.575,1.0,0.9236480306384777,1.3698924014561704,0.585,1.0,0.840788009883165,0.0,0.59,1.0,0.9558214794763984,1.5742699475498454
120,0.58,1.0,0.8669523233061706,0.5708543785686873,0.695,1.0,0.7871487262747421,3.6579812651660784,0.575,1.0,0.9236480306384777,1.3698924014561704,0.585,1.0,0.840788009883165,0.0,0.59,1.0,0.9558214794763984,1.5742699475498454
124,0.59,1.0,0.8707854482648937,0.6416545057898392,0.54,1.0,0.796726682891867,3.628296562581282,0.58,1.0,0.9236480306384777,1.3698924014561704,0.605,1.0,0.840788009883165,0.0,0.605,1.0,0.952392056795226,1.4854946736338284
144,0.715,1.0,0.8706801419021045,0.6198986976175539,0.72,1.0,0.7819793308751555,3.7797463204530835,0.775,1.0,0.9236480306384777,1.3698924014561704,0.71,1.0,0.840788009883165,0.0,0.71,1.0,0.8407880098831652,2.3134018016896947e-14
204,0.91,1.0,0.8719016829272442,0.6254199319531024,0.85,1.0,0.7938677398459147,3.8053377828288584,0.97,1.0,0.9236480306384777,1.3698924014561704,1.0,1.0,0.840788009883165,0.0,1.0,1.0,0.8407880098831652,2.3134018016896947e-14
240,0.69,1.0,0.8712414720483987,0.6127534598555597,0.735,1.0,0.7995743078867865,3.7826377858417817,0.755,1.0,0.9236480306384777,1.3698924014561704,0.685,1.0,0.840788009883165,0.0,0.685,1.0,0.8943807263302302,0.39564064026053547
120,0.58,1.0,0.8669518450824933,0.5708387906478349,0.695,1.0,0.7871487262747421,3.6579812651660784,0.575,1.0,0.9236480306384777,1.3698924014561704,0.585,1.0,0.840788009883165,0.0,0.59,1.0,0.9558214794763984,1.5742699475498454
124,0.59,1.0,0.8707854376557315,0.6416544933256855,0.54,1.0,0.796726682891867,3.628296562581282,0.58,1.0,0.9236480306384777,1.3698924014561704,0.605,1.0,0.840788009883165,0.0,0.605,1.0,0.952392056795226,1.4854946736338284
144,0.715,1.0,0.8706801418484968,0.619898683140883,0.72,1.0,0.7819793308751555,3.7797463204530835,0.775,1.0,0.9236480306384777,1.3698924014561704,0.71,1.0,0.840788009883165,0.0,0.71,1.0,0.8407880098831652,2.3134018016896947e-14
204,0.91,1.0,0.8719016930136025,0.6254192527337802,0.85,1.0,0.7938677398459147,3.8053377828288584,0.97,1.0,0.9236480306384777,1.3698924014561704,1.0,1.0,0.840788009883165,0.0,1.0,1.0,0.8407880098831652,2.3134018016896947e-14
240,0.69,1.0,0.8712413494163609,0.612753783608573,0.735,1.0,0.7995743078867865,3.7826377858417817,0.755,1.0,0.9236480306384777,1.3698924014561704,0.685,1.0,0.840788009883165,0.0,0.685,1.0,0.8943807263302302,0.39564064026053547
120,0.95,1.0,0.585376542049275,11.546370797399398,0.695,1.0,0.7871487262747421,3.6579812651660784,0.575,1.0,0.9236480306384777,1.3698924014561704,0.585,1.0,0.840788009883165,0.0,0.59,1.0,0.9558214794763984,1.5742699475498454
124,0.97,1.0,0.602578511828272,11.442764468969592,0.54,1.0,0.796726682891867,3.628296562581282,0.58,1.0,0.9236480306384777,1.3698924014561704,0.605,1.0,0.840788009883165,0.0,0.605,1.0,0.952392056795226,1.4854946736338284
144,0.98,1.0,0.5973501575944005,10.229352432604413,0.72,1.0,0.7819793308751555,3.7797463204530835,0.775,1.0,0.9236480306384777,1.3698924014561704,0.71,1.0,0.840788009883165,0.0,0.71,1.0,0.8407880098831652,2.3134018016896947e-14
204,0.99,1.0,0.6563219631217497,10.35706058409462,0.85,1.0,0.7938677398459147,3.8053377828288584,0.97,1.0,0.9236480306384777,1.3698924014561704,1.0,1.0,0.840788009883165,0.0,1.0,1.0,0.8407880098831652,2.3134018016896947e-14
240,0.97,1.0,0.5937998986752183,11.262949036798805,0.735,1.0,0.7995743078867865,3.7826377858417817,0.755,1.0,0.9236480306384777,1.3698924014561704,0.685,1.0,0.840788009883165,0.0,0.685,1.0,0.8943807263302302,0.39564064026053547
